Proteins,Degree,Closeness,Betweenness,Eigenvector,Harmonic,Hub_Score,Authority_Score,Page_Rank,Power_Centrality
ENSP00000254521,38.000,0.255,63197.618,0.000,0.262,0.000,0.000,0.000,0.000
ENSP00000254605,30.000,0.240,335625.825,0.000,0.244,0.000,0.000,0.000,0.000
ENSP00000254616,42.000,0.248,56697.118,0.000,0.254,0.000,0.000,0.000,0.000
ENSP00000254624,22.000,0.213,22585.713,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000254627,4.000,0.189,150.179,0.000,0.189,0.000,0.000,0.000,0.000
ENSP00000254630,18.000,0.233,167634.718,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000254657,10.000,0.197,51937.967,0.000,0.199,0.000,0.000,0.000,0.000
ENSP00000254661,8.000,0.206,329.663,0.000,0.207,0.000,0.000,0.000,0.000
ENSP00000254667,12.000,0.215,3523.595,0.000,0.218,0.000,0.000,0.000,0.000
ENSP00000254691,76.000,0.251,203947.416,0.000,0.259,0.000,0.000,0.000,0.000
ENSP00000254719,48.000,0.236,77352.952,0.000,0.242,0.000,0.000,0.000,0.000
ENSP00000254722,98.000,0.239,176996.629,0.000,0.246,0.000,0.000,0.000,0.000
ENSP00000254730,38.000,0.221,576.165,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000254759,56.000,0.228,11923.321,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000254799,66.000,0.237,113849.103,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000254803,48.000,0.230,33093.418,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000254810,62.000,0.238,25649.837,0.002,0.245,0.002,0.002,0.000,0.000
ENSP00000254846,36.000,0.221,541.813,0.000,0.224,0.000,0.000,0.000,0.000
ENSP00000254854,30.000,0.219,137.233,0.000,0.223,0.000,0.000,0.000,0.000
ENSP00000254878,66.000,0.238,70075.463,0.002,0.245,0.002,0.002,0.000,0.000
ENSP00000254900,140.000,0.243,334496.390,0.003,0.252,0.003,0.003,0.000,0.000
ENSP00000254928,170.000,0.266,1015989.351,0.003,0.277,0.003,0.003,0.000,0.000
ENSP00000254940,80.000,0.252,470106.905,0.002,0.261,0.002,0.002,0.000,0.000
ENSP00000254942,60.000,0.230,44170.400,0.000,0.235,0.000,0.000,0.000,0.000
ENSP00000254950,52.000,0.238,128859.824,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000254958,54.000,0.228,74322.826,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000254963,40.000,0.217,8025.168,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000254976,58.000,0.238,24906.250,0.002,0.245,0.002,0.002,0.000,0.000
ENSP00000254998,90.000,0.268,330546.627,0.004,0.278,0.004,0.004,0.000,0.000
ENSP00000255006,68.000,0.243,155151.375,0.000,0.250,0.000,0.000,0.000,0.000
ENSP00000255008,64.000,0.239,31261.753,0.002,0.246,0.002,0.002,0.000,0.000
ENSP00000255030,70.000,0.247,189980.842,0.002,0.254,0.002,0.002,0.000,0.000
ENSP00000255040,86.000,0.268,297056.851,0.004,0.277,0.004,0.004,0.000,0.000
ENSP00000255078,56.000,0.228,5550.662,0.001,0.234,0.001,0.001,0.000,0.000
ENSP00000255087,106.000,0.249,11619.389,0.009,0.259,0.009,0.009,0.000,0.000
ENSP00000255108,64.000,0.228,12770.811,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000255120,58.000,0.246,29168.288,0.001,0.254,0.001,0.001,0.000,0.000
ENSP00000255136,106.000,0.250,17264.074,0.009,0.259,0.009,0.009,0.000,0.000
ENSP00000255189,36.000,0.233,2281.799,0.000,0.239,0.000,0.000,0.000,0.000
ENSP00000255192,126.000,0.264,65564.376,0.010,0.275,0.010,0.010,0.000,0.000
ENSP00000255194,30.000,0.237,3749.858,0.001,0.243,0.001,0.001,0.000,0.000
ENSP00000255224,42.000,0.224,656.965,0.001,0.229,0.001,0.001,0.000,0.000
ENSP00000255262,124.000,0.250,34625.137,0.009,0.260,0.009,0.009,0.000,0.000
ENSP00000255266,70.000,0.244,26717.120,0.002,0.253,0.002,0.002,0.000,0.000
ENSP00000255304,38.000,0.233,2381.675,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000255305,56.000,0.227,91777.634,0.001,0.233,0.001,0.001,0.000,0.000
ENSP00000255390,68.000,0.241,48470.877,0.001,0.249,0.001,0.001,0.000,0.000
ENSP00000255409,124.000,0.250,24494.705,0.009,0.259,0.009,0.009,0.000,0.000
ENSP00000255416,26.000,0.229,1299.747,0.001,0.235,0.001,0.001,0.000,0.000
ENSP00000255465,130.000,0.271,330426.546,0.003,0.283,0.003,0.003,0.000,0.000
ENSP00000255476,56.000,0.245,11196.226,0.001,0.252,0.001,0.001,0.000,0.000
ENSP00000255608,56.000,0.244,107358.273,0.002,0.252,0.002,0.002,0.000,0.000
ENSP00000255613,40.000,0.233,9419.718,0.001,0.239,0.001,0.001,0.000,0.000
ENSP00000255631,48.000,0.223,457.529,0.001,0.228,0.001,0.001,0.000,0.000
ENSP00000255641,56.000,0.237,12946.880,0.001,0.245,0.001,0.001,0.000,0.000
ENSP00000255681,42.000,0.235,4630.563,0.000,0.241,0.000,0.000,0.000,0.000
ENSP00000255688,48.000,0.224,431.461,0.001,0.229,0.001,0.001,0.000,0.000
ENSP00000255764,50.000,0.223,467.761,0.001,0.228,0.001,0.001,0.000,0.000
ENSP00000255882,96.000,0.263,78817.837,0.007,0.273,0.007,0.007,0.000,0.000
ENSP00000255977,24.000,0.211,14104.376,0.000,0.214,0.000,0.000,0.000,0.000
ENSP00000256001,134.000,0.264,86066.884,0.010,0.275,0.010,0.010,0.000,0.000
ENSP00000256010,216.000,0.279,525546.604,0.014,0.295,0.014,0.014,0.000,0.000
ENSP00000256015,6.000,0.162,50666.000,0.000,0.161,0.000,0.000,0.000,0.000
ENSP00000256078,2.000,0.139,0.000,0.000,0.137,0.000,0.000,0.000,0.000
ENSP00000256079,4.000,0.193,75990.000,0.000,0.194,0.000,0.000,0.000,0.000
ENSP00000256103,2.000,0.139,0.000,0.000,0.137,0.000,0.000,0.000,0.000
ENSP00000256104,8.000,0.202,371.498,0.000,0.203,0.000,0.000,0.000,0.000
ENSP00000256178,18.000,0.223,9034.209,0.000,0.225,0.000,0.000,0.000,0.000
ENSP00000256190,30.000,0.233,7407.902,0.000,0.237,0.000,0.000,0.000,0.000
ENSP00000256194,52.000,0.230,68202.716,0.000,0.236,0.000,0.000,0.000,0.000
ENSP00000256196,54.000,0.239,75328.425,0.000,0.244,0.000,0.000,0.000,0.000
ENSP00000256255,26.000,0.224,46643.647,0.000,0.228,0.000,0.000,0.000,0.000
ENSP00000256319,52.000,0.228,104859.830,0.000,0.233,0.000,0.000,0.000,0.000
ENSP00000256339,2.000,0.187,0.000,0.000,0.188,0.000,0.000,0.000,0.000
ENSP00000256343,50.000,0.227,79179.875,0.000,0.232,0.000,0.000,0.000,0.000
ENSP00000256366,44.000,0.234,48237.214,0.004,0.241,0.004,0.004,0.000,0.000
ENSP00000256383,36.000,0.228,30959.163,0.000,0.232,0.000,0.000,0.000,0.000
ENSP00000256398,44.000,0.256,184107.375,0.000,0.264,0.000,0.000,0.000,0.000
ENSP00000256404,50.000,0.234,71335.041,0.000,0.240,0.000,0.000,0.000,0.000
ENSP00000256429,88.000,0.248,282302.534,0.000,0.255,0.000,0.000,0.000,0.000
ENSP00000256441,40.000,0.230,43525.915,0.002,0.237,0.002,0.002,0.000,0.000
ENSP00000256442,98.000,0.248,161669.756,0.008,0.258,0.008,0.008,0.000,0.000
ENSP00000256443,88.000,0.250,464841.061,0.023,0.262,0.023,0.023,0.000,0.000
ENSP00000256447,28.000,0.213,513.382,0.000,0.216,0.000,0.000,0.000,0.000
ENSP00000256458,48.000,0.226,14168.213,0.000,0.231,0.000,0.000,0.000,0.000
ENSP00000256460,42.000,0.229,32085.472,0.000,0.234,0.000,0.000,0.000,0.000
ENSP00000256474,28.000,0.235,34792.427,0.001,0.241,0.001,0.001,0.000,0.000
ENSP00000256495,56.000,0.242,78286.720,0.002,0.249,0.002,0.002,0.000,0.000
ENSP00000256497,62.000,0.227,47138.611,0.001,0.234,0.001,0.001,0.000,0.000
ENSP00000256538,24.000,0.224,9946.482,0.000,0.227,0.000,0.000,0.000,0.000
ENSP00000256544,52.000,0.226,32840.387,0.000,0.232,0.000,0.000,0.000,0.000
ENSP00000256545,20.000,0.202,879.417,0.000,0.205,0.000,0.000,0.000,0.000
ENSP00000256592,42.000,0.235,34397.637,0.006,0.241,0.006,0.006,0.000,0.000
ENSP00000256593,22.000,0.202,23792.705,0.000,0.204,0.000,0.000,0.000,0.000
ENSP00000256637,48.000,0.233,36204.171,0.000,0.238,0.000,0.000,0.000,0.000
ENSP00000256644,32.000,0.217,8797.526,0.000,0.221,0.000,0.000,0.000,0.000
ENSP00000256646,124.000,0.268,214114.310,0.001,0.278,0.001,0.001,0.000,0.000
ENSP00000256649,34.000,0.242,5533.147,0.000,0.247,0.000,0.000,0.000,0.000
ENSP00000256682,102.000,0.272,289213.409,0.002,0.283,0.002,0.002,0.000,0.000
ENSP00000256707,22.000,0.237,12915.119,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000256722,126.000,0.294,611183.762,0.014,0.308,0.014,0.014,0.000,0.000
ENSP00000256737,86.000,0.269,83475.944,0.013,0.281,0.013,0.013,0.000,0.000
ENSP00000256759,38.000,0.252,45901.563,0.000,0.259,0.000,0.000,0.000,0.000
ENSP00000256785,28.000,0.238,4097.385,0.000,0.243,0.000,0.000,0.000,0.000
ENSP00000256797,34.000,0.239,6238.663,0.000,0.244,0.000,0.000,0.000,0.000
ENSP00000256854,56.000,0.266,139538.203,0.013,0.277,0.013,0.013,0.000,0.000
ENSP00000256857,14.000,0.252,769.621,0.001,0.259,0.001,0.001,0.000,0.000
ENSP00000256925,36.000,0.248,161602.030,0.000,0.254,0.000,0.000,0.000,0.000
